1000,0.106,0.492,50.936
2000,0.219,0.983,29.405
3000,0.341,1.656,43.117
4000,0.513,2.464,52.825
5000,0.599,2.729,68.948
6000,0.707,3.277,76.653
7000,0.888,3.684,85.071
8000,0.916,4.144,92.194
9000,1.003,5.320,106.338
10000,1.102,4.969,113.630
11000,1.224,5.708,125.467
12000,1.324,6.038,135.776
13000,1.429,6.500,143.860
14000,1.559,6.994,160.233
15000,2.072,9.275,189.760
16000,2.088,9.532,201.131
17000,2.066,9.358,197.571
18000,2.087,9.395,198.141
19000,2.181,9.834,208.272
20000,2.295,10.363,221.092
21000,2.400,10.935,232.687
22000,2.548,11.470,245.410
23000,3.279,11.983,256.471
24000,2.794,12.672,267.635
25000,2.915,13.155,282.303
26000,3.016,13.730,289.305
27000,3.138,14.308,298.025
28000,3.255,15.016,308.333
29000,3.397,15.488,318.242
30000,3.987,16.122,328.049
31000,3.657,16.954,338.188
32000,3.783,17.125,351.282
33000,4.116,20.447,382.732
34000,4.104,18.782,373.278
35000,4.129,19.099,383.139
36000,4.333,19.651,404.059
37000,4.619,21.267,409.263
38000,4.542,20.682,418.308
39000,4.742,21.503,440.284
40000,4.773,21.923,444.188
41000,4.952,22.506,454.609
42000,5.047,23.619,465.587
43000,5.153,23.544,478.299
44000,5.438,25.054,538.943
45000,5.549,25.778,503.193
46000,5.491,25.380,512.206
47000,5.603,25.952,525.155
48000,5.742,26.984,535.858
49000,5.918,27.683,548.259
50000,6.089,27.620,557.260
51000,6.290,28.485,567.811
52000,6.265,28.852,585.229
53000,6.776,31.991,613.193
54000,6.522,30.212,603.120
55000,7.057,32.604,617.873
56000,6.914,31.936,616.614
57000,6.946,32.043,626.434
58000,7.192,32.880,634.827
59000,7.197,33.166,644.206
60000,7.368,33.699,697.518
61000,7.659,35.793,665.523
62000,7.711,35.154,673.624
63000,7.704,35.493,684.745
64000,7.864,37.334,694.393
65000,7.891,36.932,701.538
66000,8.087,37.289,715.854
67000,8.192,39.755,759.981
68000,8.448,38.623,739.612
69000,8.531,40.799,752.703
70000,8.627,40.022,765.676
71000,8.733,41.503,773.627
72000,8.807,41.838,785.762
73000,8.976,41.776,847.558
74000,9.032,42.403,814.664
75000,9.463,43.238,824.045
76000,9.614,44.750,905.955
77000,11.216,50.761,885.762
78000,10.142,47.978,986.769
79000,11.762,54.563,923.438
80000,9.900,46.092,917.202
81000,10.215,48.271,900.968
82000,10.172,49.643,911.186
83000,10.245,48.215,982.288
84000,12.206,55.835,1037.123
85000,12.424,68.232,1373.627
86000,19.622,84.614,1290.471
87000,14.214,70.396,1276.793
88000,12.983,61.220,1154.073
89000,14.972,90.280,1169.075
90000,11.864,55.594,1072.856
91000,11.557,54.731,1152.269
92000,13.142,61.541,1058.886
93000,11.513,54.045,1075.837
94000,12.284,57.270,1136.139
95000,12.103,56.809,1225.861
96000,21.354,78.831,1149.392
97000,12.453,59.105,1138.945
98000,12.212,58.265,1268.614
99000,14.253,65.354,1209.820
100000,15.081,68.475,1152.243
101000,13.993,67.559,1169.801
102000,13.455,65.251,1157.557
103000,13.008,62.375,1229.922
104000,14.184,66.967,1167.787
105000,13.528,67.477,1263.116
106000,15.016,72.590,1299.722
107000,14.190,68.130,1440.148
108000,15.593,72.668,1423.763
109000,15.183,76.613,1380.709
110000,13.953,65.213,1329.349
111000,16.629,78.033,1300.585
112000,16.649,80.772,1374.064
113000,14.512,72.525,1428.984
114000,16.085,77.645,1423.568
115000,14.736,69.638,1304.983
116000,14.805,70.768,1296.591
117000,16.646,76.569,1378.709
118000,16.057,76.770,1325.955
119000,15.777,76.628,1327.677
120000,15.501,74.072,1357.347
121000,15.439,73.961,1436.211
122000,17.387,79.856,1388.860
123000,15.782,75.478,1364.894
124000,15.811,75.722,1444.920
125000,16.029,76.462,1388.445
126000,16.175,77.520,1409.386
127000,16.293,81.397,1495.007
128000,19.421,86.563,1429.390
129000,16.242,77.247,1398.924
130000,16.358,78.125,1426.818
131000,16.797,88.172,1527.355
132000,16.851,79.345,1474.936
133000,17.586,80.484,1464.198
134000,17.040,85.609,1573.316
135000,17.134,82.749,1502.485
136000,18.088,86.807,1508.091
137000,17.806,85.072,1597.190
138000,17.623,85.774,1541.118
139000,17.588,84.361,1525.513
140000,17.942,87.217,1662.774
141000,18.321,88.889,1564.755
142000,17.795,85.960,1641.285
143000,20.896,100.067,1885.144
144000,18.689,89.745,1701.599
145000,20.704,102.974,1899.020
146000,22.067,105.165,1828.546
147000,20.766,104.823,1734.545
148000,18.533,91.832,1728.651
149000,18.661,94.421,1678.023
150000,18.960,93.658,1669.327
151000,18.761,93.506,1782.784
152000,19.565,94.736,1700.727
153000,20.091,96.226,1754.176
154000,22.175,104.615,1740.726
155000,20.411,101.915,1756.610
156000,19.819,98.033,1848.150
157000,19.878,100.261,1777.089
158000,19.911,99.783,1775.040
159000,20.371,102.190,1873.729
160000,20.048,97.496,1772.116
161000,20.381,98.695,1863.195
162000,20.406,106.604,1880.668
163000,23.527,115.240,1924.722
164000,24.431,115.309,2185.643
165000,21.969,106.642,1926.906
166000,21.620,105.167,2030.993
167000,21.524,106.061,1945.757
168000,22.478,109.376,2373.306
169000,30.166,138.394,2088.461
170000,21.654,105.804,2048.987
171000,33.536,170.547,2278.324
172000,22.196,108.741,2054.410
173000,29.612,141.738,2334.310
174000,24.459,134.468,2160.663
175000,23.568,115.047,2419.124
176000,28.310,139.550,2319.187
177000,23.032,114.387,2091.117
178000,23.173,112.855,2336.054
179000,25.181,122.627,2243.489
180000,24.939,122.686,2043.760
181000,23.295,118.659,2128.876
182000,24.339,117.277,2183.871
183000,24.153,117.406,2170.221
184000,23.911,120.006,2365.047
185000,25.800,155.389,2322.679
186000,25.872,126.840,2198.501
187000,24.922,121.958,2449.204
188000,28.558,135.291,2328.361
189000,26.771,126.055,2679.999
190000,29.663,137.810,2400.525
191000,25.131,127.511,2407.268
192000,24.509,120.653,2208.979
193000,24.727,119.910,2338.446
194000,29.878,152.410,2472.726
195000,25.576,135.352,2757.228
196000,27.787,145.469,2278.798
197000,25.010,123.080,2298.423
198000,25.335,123.491,2304.279
199000,27.189,134.867,2407.135
200000,29.914,140.228,2429.739
201000,25.661,128.338,2328.807
202000,25.851,132.018,2471.051
203000,26.583,169.078,2436.219
204000,26.713,130.927,2273.179
205000,26.197,128.820,2333.349
206000,26.234,130.661,2294.179
207000,26.237,130.258,2359.750
208000,26.211,133.020,2638.144
209000,26.644,130.831,2379.530
210000,26.809,131.108,2495.973
211000,31.097,193.593,2907.915
212000,33.329,178.944,3819.535
213000,38.614,246.464,3309.696
214000,37.034,229.973,2905.069
215000,32.892,168.906,2806.878
216000,32.440,166.884,2779.895
217000,40.365,174.837,3241.393
218000,43.529,251.026,3183.656
219000,37.222,182.118,2950.286
220000,37.262,239.331,2907.644
221000,34.148,176.592,2883.927
222000,31.606,159.400,2822.736
223000,30.016,145.557,2904.282
224000,37.398,225.559,2799.683
225000,35.655,168.174,2895.230
226000,30.677,150.083,2746.932
227000,33.860,165.177,2776.118
228000,37.059,166.630,2826.460
229000,30.170,152.680,2917.300
230000,32.950,174.655,2973.539
231000,42.503,222.938,2915.895
232000,35.917,184.128,2873.720
233000,33.327,182.416,2710.758
234000,30.745,155.465,2994.980
235000,36.612,189.172,3062.235
236000,32.790,161.410,3048.938
237000,36.678,199.147,2793.730
238000,33.236,172.250,3190.489
239000,33.855,196.477,3309.159
240000,32.017,159.655,3195.378
241000,43.413,215.906,3131.590
242000,38.037,205.453,3583.210
243000,46.242,272.153,3950.238
244000,44.409,202.758,3438.438
245000,43.949,203.396,2995.472
246000,38.107,178.858,3313.139
247000,34.231,169.704,3096.721
248000,32.195,169.121,2776.171
249000,35.330,181.923,3168.831
250000,39.719,205.942,3670.641
251000,41.098,190.268,3274.431
252000,37.349,197.653,3069.683
253000,34.270,201.020,3260.635
254000,34.652,171.922,2878.378
255000,33.571,189.479,3007.913
256000,37.763,187.085,3404.200
257000,36.823,222.291,3325.450
258000,45.070,202.972,2901.435
259000,33.870,174.420,3154.204
260000,36.524,187.394,3516.520
261000,36.326,191.359,3536.607
262000,46.424,261.635,3724.120
263000,46.159,248.047,3583.627
264000,54.175,260.791,3393.505
265000,35.207,176.025,3441.478
266000,44.012,269.193,3557.621
267000,36.656,184.545,3404.202
268000,37.191,192.797,3491.700
269000,44.662,241.390,3575.829
270000,43.097,228.028,3779.904
271000,42.153,215.527,3323.039
272000,37.146,186.515,3683.433
273000,40.276,211.813,3575.321
274000,61.180,279.542,3682.496
275000,40.798,226.470,3508.725
276000,36.116,181.613,3186.486
277000,37.828,196.125,3428.865
278000,38.597,223.696,3505.773
279000,39.413,233.387,
