"filename", "language", "C#", "C++", "C", "Python", "XML", "HTML", "CSS", "Java", "JavaScript", "Draw.io", "JSON", "Objective-C", "Markdown", "Batch", "comment", "blank", "total"
"c:\Users\F_CIL\ProjectFC\CodeForVSC\c++exp9-2.cpp", "C++", 0, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 339
"c:\Users\F_CIL\ProjectFC\CodeForVSC\c++expDesign4-1.cpp", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 54
"c:\Users\F_CIL\ProjectFC\CodeForVSC\c++expDesign6-2.cpp", "C++", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 146
"c:\Users\F_CIL\ProjectFC\CodeForVSC\calcuator.cpp", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"c:\Users\F_CIL\ProjectFC\CodeForVSC\calcuatorPlus.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 66
"c:\Users\F_CIL\ProjectFC\CodeForVSC\capture.py", "Python", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cf1013b.cpp", "C++", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cf440c.cpp", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cf609a.cpp", "C++", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 44
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cf609b.cpp", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 41
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cf609c.cpp", "C++", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 3, 81
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cf609d.cpp", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cf609e.cpp", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 68
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cfedua.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 49
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cfedub.cpp", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 75
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cfeduc.cpp", "C++", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 89
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cfer79a.cpp", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cfer79b.cpp", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cfer79c.cpp", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 73
"c:\Users\F_CIL\ProjectFC\CodeForVSC\chart2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 1, 7, 57
"c:\Users\F_CIL\ProjectFC\CodeForVSC\checkTowSegments.cpp", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 49
"c:\Users\F_CIL\ProjectFC\CodeForVSC\circle_question.cpp", "C++", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 12, 140
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cnmsb.cpp", "C++", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 35, 246
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cnn.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\control.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21
"c:\Users\F_CIL\ProjectFC\CodeForVSC\convexHull.cpp", "C++", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 122
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cpptesthomework.cpp", "C++", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 23, 171
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cts1.cpp", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cts2.cpp", "C++", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cts3.cpp", "C++", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cts4.cpp", "C++", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
"c:\Users\F_CIL\ProjectFC\CodeForVSC\cts5.cpp", "C++", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 68
"c:\Users\F_CIL\ProjectFC\CodeForVSC\database.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\database6.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\dearYing.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\dearZYing.cpp", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\F_CIL\ProjectFC\CodeForVSC\debugcode.cpp", "C++", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 98
"c:\Users\F_CIL\ProjectFC\CodeForVSC\df.cpp", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69
"c:\Users\F_CIL\ProjectFC\CodeForVSC\dijkstra.cpp", "C++", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 120
"c:\Users\F_CIL\ProjectFC\CodeForVSC\doublebfsex.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\draw.py", "Python", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 30
"c:\Users\F_CIL\ProjectFC\CodeForVSC\duipai.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9
"c:\Users\F_CIL\ProjectFC\CodeForVSC\duipai.cpp", "C++", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 21
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ex18.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 29
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ex19.py", "Python", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ex20.py", "Python", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 38
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ex21.py", "Python", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 36
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ex24.py", "Python", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 43
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ex25.py", "Python", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 42
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ex26.py", "Python", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 33, 98
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ex31.py", "Python", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 41
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fA.cpp", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fB.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fC.cpp", "C++", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fD.cpp", "C++", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 42
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fE.cpp", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fF.cpp", "C++", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fG.cpp", "C++", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fH.cpp", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 63
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fI.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fJ.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\file.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\firsttrt.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 62, 193
"c:\Users\F_CIL\ProjectFC\CodeForVSC\friend.cpp", "C++", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 38
"c:\Users\F_CIL\ProjectFC\CodeForVSC\friendClassTest.cpp", "C++", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fun_t.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 5, 24
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fyllh.cpp", "C++", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 88
"c:\Users\F_CIL\ProjectFC\CodeForVSC\fylme.cpp", "C++", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 102
"c:\Users\F_CIL\ProjectFC\CodeForVSC\gjc.cpp", "C++", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\F_CIL\ProjectFC\CodeForVSC\grey.cpp", "C++", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 15, 104
"c:\Users\F_CIL\ProjectFC\CodeForVSC\hdu1004.cpp", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39
"c:\Users\F_CIL\ProjectFC\CodeForVSC\hdu1009.cpp", "C++", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 79
"c:\Users\F_CIL\ProjectFC\CodeForVSC\hdu31004.cpp", "C++", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43
"c:\Users\F_CIL\ProjectFC\CodeForVSC\hdu31009.cpp", "C++", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 82
"c:\Users\F_CIL\ProjectFC\CodeForVSC\hdu81006.cpp", "C++", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"c:\Users\F_CIL\ProjectFC\CodeForVSC\heap.cpp", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 32
"c:\Users\F_CIL\ProjectFC\CodeForVSC\homework.cpp", "C++", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\Users\F_CIL\ProjectFC\CodeForVSC\homeworklxr.cpp", "C++", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\F_CIL\ProjectFC\CodeForVSC\hty1.cpp", "C++", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 26
"c:\Users\F_CIL\ProjectFC\CodeForVSC\huawei.cpp", "C++", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 18, 98
"c:\Users\F_CIL\ProjectFC\CodeForVSC\hud21010.cpp", "C++", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57
"c:\Users\F_CIL\ProjectFC\CodeForVSC\huffman.cpp", "C++", 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 178
"c:\Users\F_CIL\ProjectFC\CodeForVSC\hutengyao.cpp", "C++", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"c:\Users\F_CIL\ProjectFC\CodeForVSC\icpc2016QingdaoB.cpp", "C++", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 76
"c:\Users\F_CIL\ProjectFC\CodeForVSC\jzIcpcA.cpp", "C++", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 137
"c:\Users\F_CIL\ProjectFC\CodeForVSC\jzIcpcC.cpp", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 82
"c:\Users\F_CIL\ProjectFC\CodeForVSC\jzIcpcF.cpp", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 59
"c:\Users\F_CIL\ProjectFC\CodeForVSC\jzIcpcG.cpp", "C++", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 13, 143
"c:\Users\F_CIL\ProjectFC\CodeForVSC\jzIcpcI.cpp", "C++", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45
"c:\Users\F_CIL\ProjectFC\CodeForVSC\kdacmF.cpp", "C++", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\F_CIL\ProjectFC\CodeForVSC\kdacmH.cpp", "C++", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"c:\Users\F_CIL\ProjectFC\CodeForVSC\kdacmJ.cpp", "C++", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60
"c:\Users\F_CIL\ProjectFC\CodeForVSC\kshort.cpp", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 66
"c:\Users\F_CIL\ProjectFC\CodeForVSC\la1002.cpp", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 62
"c:\Users\F_CIL\ProjectFC\CodeForVSC\la1009.cpp", "C++", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"c:\Users\F_CIL\ProjectFC\CodeForVSC\la1017.cpp", "C++", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29, 148
"c:\Users\F_CIL\ProjectFC\CodeForVSC\la1019.cpp", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"c:\Users\F_CIL\ProjectFC\CodeForVSC\la1021.cpp", "C++", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 97
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1005.cpp", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 61
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1008.cpp", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1016.cpp", "C++", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1023.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1025.cpp", "C++", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 94
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1025digui.cpp", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 20, 109
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1031.cpp", "C++", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 38
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1035.cpp", "C++", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1078.cpp", "C++", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 65
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1094.cpp", "C++", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 45
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1098.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb1106.cpp", "C++", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lb112.cpp", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 57
"c:\Users\F_CIL\ProjectFC\CodeForVSC\leetcode30.cpp", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 95
"c:\Users\F_CIL\ProjectFC\CodeForVSC\leetcode438.cpp", "C++", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 71
"c:\Users\F_CIL\ProjectFC\CodeForVSC\leetcode76.cpp", "C++", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 82
"c:\Users\F_CIL\ProjectFC\CodeForVSC\leetcode810.cpp", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lh12hom.cpp", "C++", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lh29.cpp", "C++", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 66
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lhdbs1.cpp", "C++", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lhpta12.cpp", "C++", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 3, 113
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lhtest.cpp", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 13, 112
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lhtest.drawio", "Draw.io", 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 1, 207
"c:\Users\F_CIL\ProjectFC\CodeForVSC\load.cpp", "C++", 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28, 139
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lpr.cpp", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 65
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lqnoob1.cpp", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lqnoob2.cpp", "C++", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lqnoob3.cpp", "C++", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lqnoob4.cpp", "C++", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\F_CIL\ProjectFC\CodeForVSC\luogutd100.cpp", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 30
"c:\Users\F_CIL\ProjectFC\CodeForVSC\luogutd101.cpp", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 35
"c:\Users\F_CIL\ProjectFC\CodeForVSC\luogutd102.cpp", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 67
"c:\Users\F_CIL\ProjectFC\CodeForVSC\luogutd211.cpp", "C++", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63
"c:\Users\F_CIL\ProjectFC\CodeForVSC\lyr.cpp", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\F_CIL\ProjectFC\CodeForVSC\magicstone.cpp", "C++", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 91
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji15A.cpp", "C++", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 33
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji16A.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 61
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji16B.cpp", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 36
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji16C.cpp", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 35
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji16D.cpp", "C++", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 42
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji16E.cpp", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 28
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji16F.cpp", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji17B.cpp", "C++", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 47
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji17C.cpp", "C++", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 130
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji18D.cpp", "C++", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 81
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji19A.cpp", "C++", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji19E.cpp", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 78
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji21.cpp", "C++", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 40
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji24.cpp", "C++", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji31.cpp", "C++", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 24
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji32.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 38
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji33.cpp", "C++", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 69
"c:\Users\F_CIL\ProjectFC\CodeForVSC\matiji34.cpp", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27
